date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:47:16	127275/127275	---M-Z	200	added ('OK')	text/html	etag:%2221e55a7-1f12b-5d66830aadc40-gzip%22	https://admin.pixelstrap.com/zeta/theme/index.html	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/theme/index.html	(from )
13:47:17	31/31	---M--	200	added ('OK')	text/plain	etag:%221c50d5f-1f-5780a2ed01e0d%22	https://admin.pixelstrap.com/robots.txt		(from )
13:47:17	1891/1891	---M--	200	added ('OK')	image/png	etag:%221fc0e37-763-5d04025032240%22	https://admin.pixelstrap.com/zeta/assets/images/logo/favicon-icon.png	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/assets/images/logo/favicon-icon.png	(from https://admin.pixelstrap.com/zeta/theme/index.html)
13:47:18	29651/29651	---M--	200	added ('OK')	text/css	etag:%222040231-73d3-5ec783589b080%22	https://admin.pixelstrap.com/zeta/assets/css/vendors/font-awesome.css	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/assets/css/vendors/font-awesome.css	(from https://admin.pixelstrap.com/zeta/theme/index.html)
13:47:18	17602/17602	---M--	200	added ('OK')	text/css	etag:%2220402ab-44c2-5ec783589b080%22	https://admin.pixelstrap.com/zeta/assets/css/vendors/themify.css	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/assets/css/vendors/themify.css	(from https://admin.pixelstrap.com/zeta/theme/index.html)
13:47:18	93279/93279	---M--	200	added ('OK')	text/css	etag:%222040269-16c5f-5ec783589b080%22	https://admin.pixelstrap.com/zeta/assets/css/vendors/icofont.css	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/assets/css/vendors/icofont.css	(from https://admin.pixelstrap.com/zeta/theme/index.html)
13:47:19	38271/38271	---M--	200	added ('OK')	text/css	etag:%222040264-957f-5ec783589b080%22	https://admin.pixelstrap.com/zeta/assets/css/vendors/flag-icon.css	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/assets/css/vendors/flag-icon.css	(from https://admin.pixelstrap.com/zeta/theme/index.html)
13:47:19	2306/2306	---M--	200	added ('OK')	text/css	etag:%22204025e-902-5ec783589b080%22	https://admin.pixelstrap.com/zeta/assets/css/vendors/feather-icon.css	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/assets/css/vendors/feather-icon.css	(from https://admin.pixelstrap.com/zeta/theme/index.html)
13:47:19	3586/3586	---M--	200	added ('OK')	text/css	etag:%222040293-e02-5ec783589b080%22	https://admin.pixelstrap.com/zeta/assets/css/vendors/scrollbar.css	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/assets/css/vendors/scrollbar.css	(from https://admin.pixelstrap.com/zeta/theme/index.html)
13:47:21	8237/8237	---M--	200	added ('OK')	text/css	etag:%222040250-202d-5ec783589b080%22	https://admin.pixelstrap.com/zeta/assets/css/vendors/date-picker.css	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/assets/css/vendors/date-picker.css	(from https://admin.pixelstrap.com/zeta/theme/index.html)
13:47:21	68291/68291	---M--	200	added ('OK')	text/css	etag:%22204023b-10ac3-5ec78357a6e40%22	https://admin.pixelstrap.com/zeta/assets/css/vendors/animate.css	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/assets/css/vendors/animate.css	(from https://admin.pixelstrap.com/zeta/theme/index.html)
13:47:21	11488/11488	---M--	200	added ('OK')	text/css	etag:%222040285-2ce0-5ec783589b080%22	https://admin.pixelstrap.com/zeta/assets/css/vendors/photoswipe.css	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/assets/css/vendors/photoswipe.css	(from https://admin.pixelstrap.com/zeta/theme/index.html)
13:47:23	40/40	---M--	200	added ('OK')	text/css	etag:%222004614-28-5d6664af2fd00%22	https://admin.pixelstrap.com/zeta/assets/css/color-1.css	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/assets/css/color-1.css	(from https://admin.pixelstrap.com/zeta/theme/index.html)
13:47:24	91096/91096	---M--	200	added ('OK')	text/css	etag:%222004610-163d8-5ec78355be9c0%22	https://admin.pixelstrap.com/zeta/assets/css/responsive.css	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/assets/css/responsive.css	(from https://admin.pixelstrap.com/zeta/theme/index.html)
13:47:24	190047/190047	---M--	200	added ('OK')	text/css	etag:%22204019e-2e65f-5ec78357a6e40%22	https://admin.pixelstrap.com/zeta/assets/css/vendors/bootstrap.css	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/assets/css/vendors/bootstrap.css	(from https://admin.pixelstrap.com/zeta/theme/index.html)
13:47:24	4852/4852	---M--	200	added ('OK')	image/png	etag:%221fc0e91-12f4-5d04025032240%22	https://admin.pixelstrap.com/zeta/assets/images/logo/logo.png	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/assets/images/logo/logo.png	(from https://admin.pixelstrap.com/zeta/theme/index.html)
13:47:25	105926/105926	---M-Z	200	added ('OK')	text/html	etag:%2221e559e-19dc6-5cf7718ff5dc0-gzip%22	https://admin.pixelstrap.com/zeta/theme/cart.html	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/theme/cart.html	(from https://admin.pixelstrap.com/zeta/theme/index.html)
13:47:25	33480/33480	---M--	200	added ('OK')	image/jpeg	etag:%221fc0cef-82c8-5d04025032240%22	https://admin.pixelstrap.com/zeta/assets/images/banner-1.jpg	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/assets/images/banner-1.jpg	(from https://admin.pixelstrap.com/zeta/theme/index.html)
13:47:26	193130/193130	---M-Z	200	added ('OK')	text/html	etag:%2221e483d-2f26a-5d6664af2fd00-gzip%22	https://admin.pixelstrap.com/zeta/theme/product.html	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/theme/product.html	(from https://admin.pixelstrap.com/zeta/theme/index.html)
13:47:29	15425/15425	---M--	200	added ('OK')	image/jpeg	etag:%221fc0d3a-3c41-5d04025032240%22	https://admin.pixelstrap.com/zeta/assets/images/product-6.jpg	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/assets/images/product-6.jpg	(from https://admin.pixelstrap.com/zeta/theme/index.html)
13:47:30	106784/106784	---M-Z	200	added ('OK')	text/html	etag:%2221e4856-1a120-5d6664af2fd00-gzip%22	https://admin.pixelstrap.com/zeta/theme/checkout.html	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/theme/checkout.html	(from https://admin.pixelstrap.com/zeta/theme/index.html)
13:47:31	130593/130593	---M-Z	200	added ('OK')	text/html	etag:%2221e484b-1fe21-5d6664af2fd00-gzip%22	https://admin.pixelstrap.com/zeta/theme/base-input.html	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/theme/base-input.html	(from https://admin.pixelstrap.com/zeta/theme/index.html)
13:47:32	130844/130844	---M-Z	200	added ('OK')	text/html	etag:%2221e55c1-1ff1c-5d6664af2fd00-gzip%22	https://admin.pixelstrap.com/zeta/theme/user-profile.html	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/theme/user-profile.html	(from https://admin.pixelstrap.com/zeta/theme/index.html)
13:47:33	711518/711518	---M--	200	added ('OK')	image/png	etag:%221fc0ce0-adb5e-5d04025032240%22	https://admin.pixelstrap.com/zeta/assets/images/product-4.png	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/assets/images/product-4.png	(from https://admin.pixelstrap.com/zeta/theme/index.html)
13:47:34	424248/424248	---M-Z	200	added ('OK')	text/html	etag:%2221e57e5-67938-5d6664af2fd00-gzip%22	https://admin.pixelstrap.com/zeta/theme/datatable-basic-init.html	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/theme/datatable-basic-init.html	(from https://admin.pixelstrap.com/zeta/theme/index.html)
13:47:34	1297/1297	---M--	200	added ('OK')	image/png	etag:%221fc2162-511-5d04025032240%22	https://admin.pixelstrap.com/zeta/assets/images/avtar/man.png	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/assets/images/avtar/man.png	(from https://admin.pixelstrap.com/zeta/theme/index.html)
13:47:35	1312/1312	---M--	200	added ('OK')	image/png	etag:%221fc359b-520-5d04025032240%22	https://admin.pixelstrap.com/zeta/assets/images/avtar/teacher.png	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/assets/images/avtar/teacher.png	(from https://admin.pixelstrap.com/zeta/theme/index.html)
13:47:35	1212/1212	---M--	200	added ('OK')	image/png	etag:%221fc3de4-4bc-5d04025032240%22	https://admin.pixelstrap.com/zeta/assets/images/avtar/teenager.png	C:/Users/lenovo/Documents/template/admin.pixelstrap.com/zeta/assets/images/avtar/teenager.png	(from https://admin.pixelstrap.com/zeta/theme/index.html)
